FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
8002,132255,Belgium,"51° 41' 17.956"" N","2° 50' 11.270"" E",Belwind Alstom Haliade Demonstration,Alstom Belgium Power NV,6,2015/2/1
8003,132256,Netherlands,"51° 44' 34.432"" N","2° 50' 21.957"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8004,132257,Netherlands,"51° 42' 10.526"" N","2° 50' 24.219"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8005,132258,Belgium,"51° 38' 7.696"" N","2° 50' 25.623"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8006,132259,Belgium,"51° 39' 7.383"" N","2° 50' 25.573"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/10/1
8007,132260,Belgium,"51° 36' 28.938"" N","2° 50' 28.893"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/6/1
8008,132261,Belgium,"51° 37' 5.975"" N","2° 50' 33.671"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/10/1
8009,132262,Belgium,"51° 40' 32.651"" N","2° 50' 36.719"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/2/1
8010,132263,Belgium,"51° 41' 2.252"" N","2° 50' 47.952"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/6/1
8011,132264,Belgium,"51° 39' 25.364"" N","2° 50' 48.858"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/6/1
8012,132265,Belgium,"51° 37' 54.640"" N","2° 50' 52.263"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2020/2/1
8013,132266,Belgium,"51° 40' 21.320"" N","2° 50' 52.812"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2016/12/1
8014,132267,Belgium,"51° 39' 54.064"" N","2° 50' 54.650"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2016/12/1
8015,132268,Belgium,"51° 40' 51.557"" N","2° 51' 5.286"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/6/1
8016,132269,Netherlands,"51° 43' 1.342"" N","2° 51' 8.291"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8017,132270,Belgium,"51° 38' 43.929"" N","2° 51' 10.909"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2020/3/1
8018,132271,Netherlands,"51° 45' 28.005"" N","2° 51' 11.551"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8019,132272,Belgium,"51° 39' 43.374"" N","2° 51' 12.008"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/6/1
8020,132273,Belgium,"51° 36' 42.780"" N","2° 51' 12.005"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/7/1
8021,132274,Belgium,"51° 37' 6.785"" N","2° 51' 13.876"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2020/1/1
8022,132275,Belgium,"51° 40' 11.859"" N","2° 51' 18.166"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2016/12/1
8023,132276,Belgium,"51° 37' 41.645"" N","2° 51' 19.269"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/12/1
8024,132277,Belgium,"51° 40' 42.393"" N","2° 51' 19.985"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2016/12/1
8025,132278,Netherlands,"51° 43' 46.656"" N","2° 51' 21.599"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/12/1
8026,132279,Belgium,"51° 36' 5.145"" N","2° 51' 32.348"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8027,132280,Belgium,"51° 40' 2.094"" N","2° 51' 35.335"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/2/1
8028,132281,Belgium,"51° 38' 30.375"" N","2° 51' 35.817"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/10/1
8029,132282,Netherlands,"51° 41' 31.890"" N","2° 51' 35.702"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2020/2/1
8030,132283,Belgium,"51° 40' 30.560"" N","2° 51' 40.989"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2016/12/1
8031,132284,Belgium,"51° 35' 54.427"" N","2° 51' 42.132"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8032,132285,Belgium,"51° 37' 28.900"" N","2° 51' 45.338"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/10/1
8033,132286,Belgium,"51° 36' 18.758"" N","2° 51' 48.811"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8034,132287,Belgium,"51° 36' 58.346"" N","2° 51' 48.616"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8035,132288,Belgium,"51° 39' 17.841"" N","2° 51' 57.405"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8036,132289,Belgium,"51° 40' 20.050"" N","2° 51' 58.484"" E",Nobelwind,"Meewind,Parkwind NV,Sumitomo Corporation",165,2017/2/1
8037,132290,Belgium,"51° 38' 16.726"" N","2° 52' 1.896"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/12/1
8038,132291,Netherlands,"51° 45' 9.789"" N","2° 52' 2.452"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8039,132292,Belgium,"51° 36' 31.980"" N","2° 52' 5.437"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2019/6/1
8040,132293,Belgium,"51° 35' 49.047"" N","2° 52' 5.711"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8041,132294,Belgium,"51° 36' 6.198"" N","2° 52' 6.601"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/8/1
8042,132295,Netherlands,"51° 42' 13.116"" N","2° 52' 13.097"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8043,132296,Belgium,"51° 37' 21.270"" N","2° 52' 17.952"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8044,132297,Belgium,"51° 36' 20.900"" N","2° 52' 19.334"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8045,132298,Belgium,"51° 39' 5.717"" N","2° 52' 19.149"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8046,132299,Belgium,"51° 36' 45.672"" N","2° 52' 21.816"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/5/1
8047,132300,Belgium,"51° 38' 2.818"" N","2° 52' 26.963"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8048,132301,Belgium,"51° 35' 51.687"" N","2° 52' 34.698"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2020/3/1
8049,132302,Belgium,"51° 36' 33.845"" N","2° 52' 37.333"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8050,132303,Belgium,"51° 36' 10.308"" N","2° 52' 38.427"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8051,132304,Belgium,"51° 36' 59.115"" N","2° 52' 38.852"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8052,132305,Netherlands,"51° 40' 53.434"" N","2° 52' 39.627"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8053,132306,Belgium,"51° 38' 51.311"" N","2° 52' 44.968"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2020/4/1
8054,132307,Belgium,"51° 39' 52.589"" N","2° 52' 45.084"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/6/1
8055,132308,Belgium,"51° 36' 48.023"" N","2° 52' 51.408"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8056,132309,Belgium,"51° 36' 24.096"" N","2° 52' 53.251"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8057,132310,Belgium,"51° 37' 50.361"" N","2° 52' 54.457"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8058,132311,Netherlands,"51° 43' 18.604"" N","2° 52' 57.183"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/7/1
8059,132312,Belgium,"51° 37' 10.728"" N","2° 52' 58.822"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2019/3/1
8060,132313,Belgium,"51° 36' 1.805"" N","2° 52' 59.494"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8061,132314,Netherlands,"51° 44' 55.812"" N","2° 53' 1.144"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8062,132315,Belgium,"51° 32' 48.160"" N","2° 53' 6.276"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8063,132316,Belgium,"51° 36' 38.890"" N","2° 53' 6.715"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8064,132317,Belgium,"51° 39' 39.105"" N","2° 53' 7.191"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/8/1
8065,132318,Belgium,"51° 38' 36.392"" N","2° 53' 9.200"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/11/1
8066,132319,Belgium,"51° 37' 24.585"" N","2° 53' 9.700"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8067,132320,Netherlands,"51° 44' 3.916"" N","2° 53' 12.798"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8068,132321,Belgium,"51° 36' 58.839"" N","2° 53' 15.054"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8069,132322,Belgium,"51° 36' 14.970"" N","2° 53' 16.842"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8070,132323,Netherlands,"51° 45' 54.393"" N","2° 53' 18.303"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8071,132324,Belgium,"51° 36' 29.007"" N","2° 53' 22.974"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8072,132325,Belgium,"51° 35' 26.905"" N","2° 53' 26.553"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8073,132326,Belgium,"51° 37' 37.843"" N","2° 53' 26.387"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8074,132327,Belgium,"51° 37' 12.793"" N","2° 53' 28.512"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/10/1
8075,132328,Belgium,"51° 39' 24.881"" N","2° 53' 29.783"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/11/1
8076,132329,Belgium,"51° 36' 49.628"" N","2° 53' 31.020"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8077,132330,Belgium,"51° 32' 32.751"" N","2° 53' 32.179"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8078,132331,Belgium,"51° 33' 0.808"" N","2° 53' 33.693"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8079,132332,Netherlands,"51° 42' 39.643"" N","2° 53' 35.652"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8080,132333,Belgium,"51° 38' 22.269"" N","2° 53' 36.132"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2020/2/1
8081,132334,Belgium,"51° 37' 26.782"" N","2° 53' 39.339"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8082,132335,Belgium,"51° 37' 51.471"" N","2° 53' 42.434"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2018/3/1
8083,132336,Belgium,"51° 37' 3.071"" N","2° 53' 44.266"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/4/1
8084,132337,Belgium,"51° 36' 20.500"" N","2° 53' 45.395"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8085,132338,Belgium,"51° 36' 40.297"" N","2° 53' 46.707"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8086,132339,Belgium,"51° 35' 10.688"" N","2° 53' 50.351"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/7/1
8087,132340,Netherlands,"51° 41' 49.392"" N","2° 53' 51.640"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8088,132341,Belgium,"51° 39' 10.230"" N","2° 53' 54.840"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/5/1
8089,132342,Belgium,"51° 37' 40.407"" N","2° 53' 55.364"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8090,132343,Belgium,"51° 37' 16.904"" N","2° 53' 57.767"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8091,132344,Belgium,"51° 32' 17.161"" N","2° 53' 58.048"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8092,132345,Belgium,"51° 35' 42.204"" N","2° 53' 59.370"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8093,132346,Belgium,"51° 36' 53.554"" N","2° 54' 0.000"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8094,132347,Netherlands,"51° 40' 49.022"" N","2° 53' 59.877"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8095,132348,Belgium,"51° 33' 13.911"" N","2° 54' 2.768"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8096,132349,Belgium,"51° 32' 44.912"" N","2° 54' 3.476"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8097,132350,Belgium,"51° 38' 1.943"" N","2° 54' 6.987"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8098,132351,Netherlands,"51° 40' 0.173"" N","2° 54' 8.041"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/12/1
8099,132352,Belgium,"51° 36' 30.440"" N","2° 54' 10.441"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8100,132353,Belgium,"51° 37' 30.793"" N","2° 54' 10.914"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2017/4/1
8101,132354,Belgium,"51° 38' 15.493"" N","2° 54' 12.163"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/7/1
8102,132355,Netherlands,"51° 44' 38.823"" N","2° 54' 11.889"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8103,132356,Belgium,"51° 37' 7.398"" N","2° 54' 13.407"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8104,132357,Belgium,"51° 36' 44.184"" N","2° 54' 15.874"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8105,132358,Netherlands,"51° 46' 3.768"" N","2° 54' 17.175"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/11/1
8106,132359,Belgium,"51° 34' 52.912"" N","2° 54' 17.542"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8107,132360,Belgium,"51° 38' 56.362"" N","2° 54' 18.542"" E",Seamade (SeaStar),"Eneco Wind Belgium SA,Otary RS N.V.",252,2019/10/1
8108,132361,Belgium,"51° 37' 48.908"" N","2° 54' 22.548"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8109,132362,Belgium,"51° 32' 1.618"" N","2° 54' 23.861"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8110,132363,Belgium,"51° 37' 21.289"" N","2° 54' 26.871"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8111,132364,Belgium,"51° 35' 26.886"" N","2° 54' 27.687"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/5/1
8112,132365,Belgium,"51° 36' 58.067"" N","2° 54' 29.426"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8113,132366,Belgium,"51° 33' 26.421"" N","2° 54' 30.224"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8114,132367,Belgium,"51° 32' 29.745"" N","2° 54' 31.468"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8115,132368,Belgium,"51° 38' 27.874"" N","2° 54' 33.108"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8116,132369,Netherlands,"51° 45' 36.392"" N","2° 54' 33.666"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8117,132370,Belgium,"51° 38' 2.565"" N","2° 54' 35.583"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8118,132371,Belgium,"51° 32' 57.344"" N","2° 54' 37.381"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8119,132372,Belgium,"51° 37' 39.363"" N","2° 54' 38.151"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8120,132373,Belgium,"51° 36' 34.663"" N","2° 54' 39.828"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/4/1
8121,132374,Belgium,"51° 37' 11.922"" N","2° 54' 42.698"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2019/2/1
8122,132375,Belgium,"51° 38' 41.143"" N","2° 54' 43.492"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8123,132376,Netherlands,"51° 43' 34.976"" N","2° 54' 43.357"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/6/1
8124,132377,Belgium,"51° 35' 54.716"" N","2° 54' 48.419"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8125,132378,Belgium,"51° 38' 16.470"" N","2° 54' 48.483"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2018/3/1
8126,132379,Belgium,"51° 34' 37.309"" N","2° 54' 48.655"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/5/1
8127,132380,Belgium,"51° 31' 46.153"" N","2° 54' 49.751"" E",Thornton Bank - phase II,"DEME NV,EDF Energies Nouvelles Group",184.5,2015/2/1
8128,132381,Belgium,"51° 37' 53.046"" N","2° 54' 51.403"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8129,132382,Belgium,"51° 36' 48.195"" N","2° 54' 53.153"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8130,132383,Belgium,"51° 37' 29.861"" N","2° 54' 53.833"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8131,132384,Netherlands,"51° 42' 41.538"" N","2° 54' 56.131"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8132,132385,Belgium,"51° 33' 14.669"" N","2° 54' 56.282"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8133,132386,Belgium,"51° 35' 11.446"" N","2° 54' 58.309"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/10/1
8134,132387,Belgium,"51° 37' 2.313"" N","2° 54' 58.674"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8135,132388,Belgium,"51° 32' 14.623"" N","2° 54' 59.504"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8136,132389,Belgium,"51° 38' 30.020"" N","2° 55' 2.013"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8137,132390,Belgium,"51° 37' 11.091"" N","2° 55' 2.269"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8138,132391,Belgium,"51° 38' 6.879"" N","2° 55' 4.821"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2019/3/1
8139,132392,Belgium,"51° 32' 43.190"" N","2° 55' 6.250"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8140,132393,Belgium,"51° 34' 32.240"" N","2° 55' 6.408"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/10/1
8141,132394,Belgium,"51° 37' 43.736"" N","2° 55' 7.441"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8142,132395,Belgium,"51° 37' 20.349"" N","2° 55' 9.918"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8143,132396,Belgium,"51° 34' 31.981"" N","2° 55' 9.513"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/12/1
8144,132397,Belgium,"51° 38' 26.308"" N","2° 55' 10.653"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/12/1
8145,132398,Netherlands,"51° 41' 49.498"" N","2° 55' 12.888"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/10/1
8146,132399,Netherlands,"51° 40' 59.028"" N","2° 55' 13.392"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2020/5/1
8147,132400,Belgium,"51° 31' 30.671"" N","2° 55' 15.662"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8148,132401,Belgium,"51° 34' 19.907"" N","2° 55' 15.725"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2017/11/1
8149,132402,Belgium,"51° 35' 41.394"" N","2° 55' 16.534"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/5/1
8150,132403,Belgium,"51° 38' 20.470"" N","2° 55' 17.816"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2020/4/1
8151,132404,Belgium,"51° 37' 57.466"" N","2° 55' 20.816"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2018/3/1
8152,132405,Belgium,"51° 36' 51.999"" N","2° 55' 22.097"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2016/3/1
8153,132406,Belgium,"51° 37' 34.049"" N","2° 55' 23.394"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8154,132407,Netherlands,"51° 40' 5.650"" N","2° 55' 24.258"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/4/1
8155,132408,Netherlands,"51° 44' 24.017"" N","2° 55' 24.536"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/9/1
8156,132409,Belgium,"51° 34' 55.866"" N","2° 55' 24.694"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/7/1
8157,132410,Belgium,"51° 33' 2.134"" N","2° 55' 25.224"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8158,132411,Belgium,"51° 37' 10.837"" N","2° 55' 25.644"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8159,132412,Belgium,"51° 31' 59.370"" N","2° 55' 27.336"" E",Thornton Bank - phase III,"DEME NV,EDF Energies Nouvelles Group",110.7,2015/2/1
8160,132413,Netherlands,"51° 46' 19.586"" N","2° 55' 27.868"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/8/1
8161,132414,Belgium,"51° 36' 11.004"" N","2° 55' 29.744"" E",Rentel,Elicio Offshore (formerly Electrawinds Offshore NV,309,2018/4/1
8162,132415,Belgium,"51° 38' 10.959"" N","2° 55' 33.622"" E",Northwind,"Aspiravi Holding NV,Parkwind NV,Sumitomo Corporation",216,2015/2/1
8163,132416,Netherlands,"51° 39' 4.704"" N","2° 55' 33.432"" E",Borssele 3 and 4 - Blauwwind,"Shell Wind Energy Ltd,Van Oord Dredging and Marine Contractors",731.5,2019/7/1
